Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status,Loan_Status_Numeric
L0293,56,Male,Married,Salaried,117927.97,277555.95,48,725,0.4618614543351343,Approved,1
L0294,53,Male,Single,Salaried,21296.41,36655.28,12,615,0.4935271696412146,Rejected,0
L0295,24,Female,Married,Salaried,189041.24,386861.83,60,615,0.49892846934808005,Approved,1
L0296,53,Male,Divorced,Self-employed,20000.0,10748.16,24,708,0.48250423503688805,Rejected,0
L0297,34,Female,Married,Self-employed,27310.77,48305.23,12,685,0.5187380487113399,Approved,1
L0298,41,Male,Divorced,Salaried,20000.0,33939.28,12,713,0.5055950412565744,Rejected,0
L0299,40,Female,Married,Salaried,134847.34,194730.23,36,676,0.5403744649693386,Rejected,0
L0300,28,Male,Divorced,Self-employed,22880.31,42514.83,12,551,0.4727630543384477,Rejected,0
L0301,27,Male,Married,Salaried,69715.7,155236.8,24,620,0.501021609794028,Rejected,0
L0302,23,Male,Single,Salaried,37859.01,89289.36,24,645,0.5012678643841353,Rejected,0
L0303,37,Female,Divorced,Salaried,51996.63,52703.5,60,609,0.47887300368525304,Approved,1
L0304,53,Female,Single,Salaried,109759.97,165698.51,36,676,0.552740115480341,Rejected,0
L0305,32,Female,Single,Salaried,44696.17,49296.64,12,621,0.49428679513669155,Approved,1
L0306,42,Female,Married,Unemployed,20000.0,26744.96,12,578,0.49772646435049844,Rejected,0
L0307,42,Female,Married,Salaried,57777.07,86529.59,36,698,0.47830946217801423,Approved,1
L0308,50,Male,Divorced,Self-employed,62383.13,129169.16,12,678,0.45232312650394524,Rejected,0
L0309,58,Male,Married,Salaried,20000.0,46639.59,12,614,0.5096410468156799,Approved,1
L0310,58,Female,Single,Self-employed,36096.94,60452.49,12,625,0.5102612478856291,Rejected,0
L0311,65,Female,Single,Salaried,20000.0,49692.62,12,620,0.5195065889993281,Rejected,0
L0312,28,Female,Married,Salaried,64295.92,105048.22,60,691,0.48167244037204093,Approved,1
L0313,47,Male,Married,Salaried,200000.0,422530.52,36,701,0.513987574675733,Approved,1
L0314,47,Male,Married,Self-employed,27861.65,21668.07,12,614,0.4820146659835952,Approved,1
L0315,54,Female,Married,Self-employed,34912.01,17993.75,36,631,0.49177538170141777,Rejected,0
L0316,41,Male,Divorced,Unemployed,65310.78,36186.94,12,715,0.5154818399471373,Rejected,0
L0317,50,Male,Single,Salaried,30943.92,70676.48,60,668,0.5090846489389047,Approved,1
L0318,53,Female,Married,Salaried,20369.95,13229.8,60,671,0.5178493038906526,Rejected,0
L0319,48,Female,Married,Salaried,41039.15,70825.13,36,728,0.4695570045470029,Rejected,0
L0320,53,Male,Single,Salaried,32619.74,53906.16,60,666,0.4530677878052821,Rejected,0
L0321,25,Female,Married,Salaried,26629.66,54892.53,24,632,0.53370338051894,Approved,1
L0322,39,Female,Married,Self-employed,69101.49,77872.59,24,633,0.5152472725052198,Rejected,0
L0323,24,Female,Married,Salaried,74236.78,89568.16,48,630,0.5108532929443124,Rejected,0
L0324,55,Female,Divorced,Self-employed,41504.07,50084.42,36,697,0.49307688691090973,Rejected,0
L0325,37,Male,Married,Salaried,29754.96,24900.38,36,687,0.5467223229466256,Approved,1
L0326,64,Male,Married,Salaried,20000.0,18315.8,12,670,0.5011854825267655,Rejected,0
L0327,48,Male,Divorced,Salaried,35817.73,32061.46,24,660,0.4930193365986466,Approved,1
L0328,50,Male,Married,Salaried,88961.78,70415.5,24,690,0.5295577888718366,Approved,1
L0329,49,Male,Divorced,Unemployed,42754.2,87302.23,12,589,0.5236916550948149,Rejected,0
L0330,26,Male,Married,Self-employed,182195.4,313329.35,48,663,0.4750273275903185,Approved,1
L0331,55,Male,Married,Self-employed,22857.42,37453.2,12,636,0.5305494145915443,Rejected,0
L0332,61,Male,Married,Unemployed,20201.76,37437.01,24,579,0.5061588212269219,Rejected,0
L0333,57,Male,Married,Salaried,30522.32,36313.28,12,686,0.5106833256667604,Approved,1
L0334,44,Female,Married,Salaried,43026.87,84343.14,36,654,0.5183499039615919,Approved,1
L0335,49,Male,Married,Self-employed,25021.21,26198.42,48,662,0.5484902240101136,Rejected,0
L0336,51,Male,Married,Salaried,47662.16,101777.3,48,653,0.5091249006792463,Rejected,0
L0337,55,Male,Married,Salaried,44132.98,76393.62,12,604,0.5050008484569488,Rejected,0
L0338,53,Male,Single,Salaried,84169.37,180400.1,48,587,0.49252783190216687,Rejected,0
L0339,41,Female,Divorced,Salaried,25363.29,15454.62,36,562,0.49471135073060307,Rejected,0
L0340,52,Male,Divorced,Self-employed,23815.15,52071.25,24,615,0.5316366331461645,Approved,1
L0341,43,Male,Single,Salaried,45542.41,32009.62,24,657,0.497302799866282,Approved,1
L0342,53,Male,Divorced,Salaried,82628.94,151806.88,12,724,0.4843011640389233,Approved,1
L0343,23,Male,Married,Salaried,31839.85,30435.04,24,547,0.4535474078677195,Rejected,0
L0344,38,Male,Married,Salaried,20000.0,11867.87,12,543,0.5171179714095817,Rejected,0
L0345,45,Male,Married,Self-employed,20000.0,20374.44,12,618,0.4718971881605678,Rejected,0
L0346,62,Male,Single,Salaried,145741.36,190429.31,36,694,0.5340769400144328,Approved,1
L0347,51,Female,Divorced,Salaried,20000.0,15757.17,12,671,0.5118918504375196,Rejected,0
L0348,23,Female,Single,Salaried,74308.7,51962.14,48,642,0.5084236996337244,Rejected,0
L0349,60,Male,Married,Salaried,20000.0,49750.14,24,548,0.5144597870619367,Rejected,0
L0350,44,Male,Single,Salaried,54651.79,35996.77,24,570,0.49587225858820755,Rejected,0
L0351,52,Male,Married,Self-employed,75667.2,66665.43,36,708,0.523236964160729,Approved,1
L0352,42,Male,Married,Salaried,69800.4,70195.91,36,666,0.5118391226935907,Approved,1
L0353,43,Male,Single,Salaried,20000.0,22685.16,12,694,0.4969734785417434,Rejected,0
L0354,22,Female,Married,Self-employed,52473.64,40012.87,24,689,0.4597253467388462,Rejected,0
L0355,47,Male,Married,Self-employed,53405.22,116395.79,12,754,0.5103624411987143,Approved,1
L0356,62,Female,Single,Salaried,118007.24,277236.36,48,634,0.4889323318809053,Rejected,0
L0357,22,Male,Single,Salaried,30406.5,48587.24,12,629,0.49598298669110397,Rejected,0
L0358,46,Female,Married,Salaried,47577.95,77745.68,36,668,0.4872894849109247,Rejected,0
L0359,37,Female,Married,Salaried,20000.0,49751.26,48,703,0.49052171182373533,Approved,1
L0360,60,Female,Divorced,Salaried,111467.51,252764.02,60,573,0.4539993123688292,Rejected,0
L0361,53,Male,Married,Salaried,49715.79,65369.59,36,622,0.4888492062392849,Approved,1
L0362,29,Female,Married,Salaried,99635.76,201044.13,48,647,0.506442114226593,Rejected,0
L0363,63,Female,Married,Self-employed,53389.23,55020.15,24,653,0.48689177033741254,Rejected,0
L0364,59,Female,Single,Self-employed,59625.79,35998.45,24,685,0.5043930379173955,Rejected,0
L0365,49,Male,Married,Salaried,35047.01,19076.62,12,717,0.48560645073665315,Approved,1
L0366,62,Female,Married,Salaried,41969.72,66223.43,24,691,0.47560137500651395,Approved,1
L0367,46,Male,Married,Salaried,31895.79,47825.67,24,653,0.4782656248339153,Rejected,0
L0368,55,Male,Married,Salaried,27120.63,21735.26,36,655,0.5112032516500732,Rejected,0
L0369,45,Female,Married,Salaried,27065.77,59716.06,12,652,0.4759234369818189,Approved,1
L0370,44,Male,Single,Self-employed,20000.0,33316.66,24,741,0.47159131531027443,Rejected,0
L0371,33,Male,Divorced,Salaried,34610.69,43715.1,12,689,0.4883467148265885,Approved,1
L0372,27,Male,Divorced,Salaried,20000.0,30234.92,24,595,0.5177465755909445,Approved,1
L0373,56,Female,Single,Salaried,119353.82,82929.89,36,649,0.5172375758237814,Approved,1
L0374,65,Male,Single,Self-employed,46076.69,105964.77,36,611,0.5406294457597954,Rejected,0
L0375,40,Male,Divorced,Self-employed,38631.96,41764.79,24,704,0.5632266627284773,Approved,1
L0376,21,Male,Divorced,Self-employed,20000.0,16984.16,36,564,0.5153168321747728,Rejected,0
L0377,28,Female,Divorced,Salaried,20000.0,27038.29,12,618,0.5361211248034913,Rejected,0
L0378,36,Male,Married,Self-employed,77744.08,82591.16,12,629,0.49761899389808917,Approved,1
L0379,34,Female,Married,Self-employed,37048.93,41320.25,36,626,0.528222104747802,Rejected,0
L0380,32,Male,Divorced,Salaried,130628.85,280712.61,36,616,0.497973834378945,Approved,1
L0381,43,Female,Divorced,Salaried,20000.0,31880.6,36,632,0.5059828840503223,Approved,1
L0382,35,Female,Single,Self-employed,118743.74,280655.39,36,707,0.4935932546125975,Approved,1
L0383,48,Male,Divorced,Unemployed,69077.95,165837.37,60,666,0.5186812955664617,Rejected,0
L0384,54,Male,Single,Unemployed,40886.15,101524.27,12,672,0.4910929500523629,Rejected,0
L0385,22,Female,Single,Salaried,20000.0,15261.13,36,694,0.5129521150813797,Rejected,0
L0386,52,Male,Married,Unemployed,88000.91,201847.89,36,692,0.49714597536953337,Rejected,0
L0387,43,Male,Single,Salaried,37871.03,41249.47,12,560,0.5092007717978458,Rejected,0
L0388,42,Female,Single,Salaried,89680.06,157702.73,60,655,0.4463406364485052,Approved,1
L0389,45,Female,Divorced,Unemployed,64109.6,144609.51,36,650,0.47019356445654537,Rejected,0
L0390,42,Male,Married,Self-employed,35528.25,24363.52,12,582,0.5308475522110458,Rejected,0
L0391,42,Male,Divorced,Self-employed,129628.52,104182.59,24,732,0.4571754346774355,Approved,1
L0392,62,Male,Divorced,Self-employed,80142.83,157589.3,12,593,0.4939997826858242,Rejected,0
L0393,26,Male,Married,Self-employed,21042.8,25115.1,12,622,0.503718786510389,Rejected,0
L0394,35,Female,Married,Salaried,41131.8,74451.9,36,640,0.48228647552497267,Rejected,0
L0395,63,Female,Single,Unemployed,20000.0,14560.24,12,691,0.5337934957296104,Rejected,0
L0396,57,Female,Married,Unemployed,44401.94,108553.63,36,635,0.5069248629860478,Rejected,0
L0397,53,Male,Single,Salaried,29165.36,43821.19,12,605,0.4678352648862319,Approved,1
L0398,28,Male,Married,Salaried,94414.92,211591.87,36,730,0.4665844729534487,Rejected,0
L0399,64,Male,Married,Salaried,63210.82,116934.76,48,667,0.4994954737471866,Approved,1
L0400,64,Male,Married,Self-employed,37927.67,91158.22,60,578,0.5106214329733789,Rejected,0
L0401,25,Female,Married,Self-employed,33533.69,55028.83,48,654,0.4929862210936853,Rejected,0
L0402,59,Male,Married,Unemployed,83955.28,93423.19,60,687,0.484852284020052,Rejected,0
L0403,24,Female,Divorced,Salaried,105482.38,182171.91,36,672,0.47901633345494143,Approved,1
L0404,26,Female,Married,Self-employed,57559.96,143541.23,24,682,0.4985383705638306,Approved,1
L0405,65,Female,Divorced,Self-employed,34502.74,73515.02,36,666,0.4843004051562265,Rejected,0
L0406,52,Female,Divorced,Salaried,26350.35,37151.93,12,613,0.5221418116327705,Approved,1
L0407,50,Female,Divorced,Self-employed,20000.0,42660.85,24,565,0.49584114873154017,Rejected,0
L0408,55,Male,Married,Salaried,38993.65,74308.76,36,710,0.5179852358448994,Approved,1
L0409,60,Male,Single,Self-employed,25481.2,60580.03,48,641,0.46888560454347994,Rejected,0
L0410,36,Male,Married,Self-employed,62167.11,76440.13,24,667,0.4782324408113148,Approved,1
L0411,33,Male,Married,Self-employed,62736.36,36435.32,12,642,0.4969867878391062,Approved,1
L0412,62,Female,Divorced,Salaried,74994.49,50460.12,36,638,0.4923894963765209,Rejected,0
L0413,50,Female,Married,Salaried,50239.33,102228.41,24,697,0.5000312114154583,Approved,1
L0414,39,Male,Divorced,Self-employed,20000.0,37650.74,60,639,0.517332695432682,Rejected,0
L0415,37,Male,Single,Salaried,20000.0,39335.1,12,682,0.4642501903991534,Approved,1
L0416,39,Male,Married,Salaried,32430.64,59523.75,36,571,0.5177640862408912,Rejected,0
L0417,48,Female,Married,Salaried,20000.0,28284.34,36,576,0.5013785345079131,Rejected,0
L0418,46,Female,Single,Salaried,129428.74,82339.18,24,621,0.5123224818838675,Approved,1
L0419,57,Female,Single,Self-employed,67794.49,147188.83,36,534,0.5002475205228195,Rejected,0
L0420,46,Male,Single,Self-employed,81897.15,70560.02,48,660,0.47633245955938963,Rejected,0
L0421,43,Male,Married,Salaried,62207.62,154258.45,36,595,0.5119074232407579,Rejected,0
L0422,29,Female,Married,Self-employed,52042.88,47401.19,12,632,0.5043710940250213,Rejected,0
L0423,32,Female,Married,Salaried,20296.06,13546.7,12,625,0.4624306346081388,Approved,1
L0424,21,Male,Married,Salaried,36964.1,46246.23,24,616,0.521280915615679,Approved,1
L0425,21,Female,Married,Self-employed,20000.0,23017.76,12,574,0.5054536359896716,Rejected,0
L0426,54,Male,Married,Salaried,81798.43,200672.33,48,677,0.49342153207193473,Rejected,0
L0427,52,Female,Married,Salaried,20546.3,26486.69,12,679,0.499893189094738,Approved,1
L0428,45,Female,Single,Self-employed,33680.92,19980.04,36,676,0.5143118481268635,Rejected,0
L0429,60,Female,Single,Salaried,67041.64,165873.25,36,637,0.47910234620590647,Approved,1
L0430,65,Male,Married,Salaried,97329.16,201757.7,36,646,0.47611343307695886,Rejected,0
L0431,21,Male,Single,Salaried,73912.58,184477.37,48,587,0.5428605692000757,Rejected,0
L0432,36,Female,Single,Unemployed,53898.79,61179.2,12,637,0.5201733197066569,Rejected,0
L0433,59,Female,Single,Salaried,37881.33,27860.82,36,631,0.5281645983446718,Approved,1
L0434,25,Male,Single,Salaried,42608.74,55194.83,12,661,0.5101975613155785,Approved,1
L0435,42,Female,Married,Self-employed,23424.52,18268.58,12,604,0.45323394404772877,Approved,1
L0436,49,Male,Married,Self-employed,34536.4,27411.1,36,646,0.5200773186729346,Rejected,0
L0437,23,Female,Married,Salaried,63808.12,147099.7,36,636,0.4599641094554085,Rejected,0
L0438,32,Female,Married,Salaried,52040.26,129466.17,36,681,0.4952746571207831,Approved,1
L0439,46,Male,Single,Salaried,101905.03,253626.68,60,727,0.4630635306561023,Approved,1
L0440,36,Male,Divorced,Salaried,43668.08,60126.87,36,686,0.48171838905281344,Approved,1
L0441,57,Male,Married,Self-employed,52354.71,51233.49,24,645,0.48131225758796725,Rejected,0
L0442,42,Male,Single,Salaried,61680.63,52062.69,36,632,0.5207361866403852,Approved,1
L0443,49,Male,Divorced,Salaried,67105.44,84835.99,48,670,0.49834257707286794,Approved,1
L0444,34,Female,Married,Self-employed,20000.0,33957.79,12,558,0.469335352520448,Rejected,0
L0445,48,Female,Divorced,Salaried,66127.94,131407.93,60,627,0.5679870323291922,Approved,1
L0446,25,Male,Married,Unemployed,74130.52,113621.76,36,669,0.4858041797325997,Rejected,0
L0447,50,Male,Divorced,Salaried,61454.52,134307.61,12,596,0.5244925116805078,Approved,1
L0448,25,Male,Married,Salaried,45364.33,106122.29,36,645,0.4618469326759528,Rejected,0
L0449,32,Male,Married,Self-employed,41334.93,93885.38,12,681,0.4762990358636197,Approved,1
L0450,36,Male,Single,Salaried,116278.44,144000.54,36,689,0.48809207573121366,Approved,1
L0451,46,Female,Divorced,Salaried,64578.59,155059.29,36,590,0.4936422966826722,Rejected,0
L0452,46,Female,Married,Self-employed,29508.5,69231.23,36,588,0.460880613030422,Rejected,0
L0453,41,Male,Single,Salaried,35150.27,46514.71,12,622,0.5039699496204568,Rejected,0
L0454,59,Female,Single,Salaried,39658.95,53246.84,36,695,0.4931831804783321,Approved,1
L0455,56,Female,Married,Self-employed,55206.49,36220.1,60,624,0.48708497408949686,Rejected,0
L0456,53,Male,Married,Self-employed,25317.22,60102.8,12,648,0.4914082770116734,Approved,1
L0457,50,Female,Married,Self-employed,24809.34,16793.94,24,649,0.4881803831199941,Approved,1
L0458,57,Female,Married,Self-employed,20000.0,29645.69,12,650,0.5078602815258408,Approved,1
L0459,43,Male,Single,Salaried,20000.0,38856.58,24,655,0.49819795837023817,Approved,1
L0460,30,Male,Divorced,Self-employed,20000.0,45186.57,36,701,0.5129216413943977,Approved,1
L0461,25,Female,Single,Unemployed,20000.0,32840.0,36,641,0.4780405151095641,Rejected,0
L0462,56,Female,Divorced,Salaried,84612.84,157816.21,48,617,0.5084302088821274,Rejected,0
L0463,54,Male,Married,Self-employed,20000.0,38405.21,12,660,0.49653267640939985,Approved,1
L0464,51,Male,Married,Salaried,32696.44,17392.6,24,534,0.4816862807759621,Rejected,0
L0465,30,Male,Divorced,Salaried,20000.0,47699.43,12,634,0.48072135272369043,Approved,1
L0466,39,Female,Divorced,Salaried,132598.98,161749.97,36,586,0.5201068517156079,Rejected,0
L0467,52,Male,Married,Salaried,92081.46,78733.69,48,638,0.45478372694131464,Rejected,0
L0468,21,Female,Married,Salaried,51259.12,74155.21,12,697,0.49718704709088635,Approved,1
L0469,25,Male,Divorced,Salaried,39300.25,77302.44,36,553,0.48406094220188634,Rejected,0
L0470,65,Male,Married,Unemployed,28111.98,60572.28,24,600,0.5045106231535739,Rejected,0
L0471,24,Male,Married,Salaried,22822.89,44258.67,36,651,0.4972843478280669,Rejected,0
L0472,36,Male,Single,Salaried,20000.0,26005.45,12,678,0.5394477516303495,Rejected,0
L0473,44,Male,Divorced,Salaried,33719.01,62821.87,24,697,0.5248687004920041,Approved,1
L0474,36,Male,Single,Unemployed,80277.77,109478.54,12,636,0.5071837534161872,Rejected,0
L0475,22,Male,Single,Salaried,41512.76,102691.5,36,603,0.5026633306367827,Rejected,0
L0476,48,Male,Married,Self-employed,20000.0,49858.6,24,646,0.505525491812617,Rejected,0
L0477,52,Male,Single,Self-employed,20000.0,19991.78,12,636,0.499512714627426,Rejected,0
L0478,47,Male,Married,Salaried,28694.79,42085.38,24,685,0.5287977515560582,Rejected,0
L0479,40,Female,Divorced,Salaried,51645.13,85371.12,36,682,0.4843046381539203,Rejected,0
L0480,44,Female,Married,Salaried,70321.44,124643.27,24,657,0.48810768907320934,Approved,1
L0481,32,Female,Single,Salaried,120700.69,165099.73,48,613,0.512353155663725,Approved,1
L0482,55,Male,Divorced,Salaried,117608.55,182127.23,60,628,0.48929643559282354,Rejected,0
L0483,53,Male,Married,Salaried,20000.0,32170.62,12,650,0.46657989512112935,Approved,1
L0484,53,Male,Divorced,Self-employed,40025.39,51068.26,12,704,0.4981592573972521,Approved,1
L0485,63,Male,Married,Salaried,56208.82,64127.59,24,617,0.4994835282775351,Approved,1
L0486,57,Female,Married,Salaried,29544.6,52271.44,12,664,0.4896484813948706,Approved,1
L0487,32,Male,Married,Self-employed,20000.0,27681.6,36,679,0.5177415614186166,Rejected,0
L0488,23,Male,Divorced,Salaried,111878.87,273465.49,36,743,0.4972806929955399,Rejected,0
L0489,21,Male,Divorced,Salaried,20000.0,25027.59,12,691,0.4997962505259047,Rejected,0
L0490,53,Female,Married,Unemployed,27448.26,24475.22,12,625,0.47221036364691865,Rejected,0
L0491,60,Female,Married,Salaried,47958.4,64900.83,36,533,0.5259302530263846,Rejected,0
L0492,30,Male,Divorced,Salaried,20272.06,36770.49,24,596,0.4809990013600996,Rejected,0
L0493,63,Male,Married,Salaried,76708.84,106135.26,36,623,0.49415262352035355,Approved,1
L0494,64,Female,Single,Self-employed,20000.0,21427.36,24,609,0.4711124568540698,Rejected,0
L0495,49,Female,Single,Salaried,21673.8,32304.08,24,614,0.536200498682146,Approved,1
L0496,33,Male,Divorced,Salaried,37770.39,52651.72,36,570,0.5144480579651252,Rejected,0
L0497,32,Male,Single,Self-employed,27255.43,65093.48,36,661,0.46665032592157235,Rejected,0
L0498,51,Female,Married,Salaried,55184.0,29677.57,36,650,0.483380047376551,Rejected,0
L0499,22,Female,Divorced,Salaried,60746.76,78357.7,12,563,0.47817151337973274,Rejected,0
L0500,55,Male,Married,Self-employed,38585.3,45607.0,12,768,0.46082765832076494,Approved,1
L0501,43,Male,Married,Salaried,20000.0,18937.85,24,711,0.49689158635131814,Approved,1
L0502,37,Female,Married,Salaried,64613.79,102896.8,48,686,0.4887292064012495,Rejected,0
L0503,46,Female,Divorced,Salaried,104992.88,181440.42,60,650,0.4594763782248753,Approved,1
L0504,28,Female,Single,Unemployed,74175.63,38601.93,12,639,0.5150002844718569,Rejected,0
L0505,49,Female,Married,Unemployed,34928.22,64698.22,24,667,0.496843080656291,Rejected,0
L0506,46,Male,Single,Self-employed,22014.46,27855.66,36,673,0.5516091192164049,Rejected,0
L0507,30,Female,Married,Self-employed,46833.33,109873.5,60,590,0.5188070925179148,Rejected,0
L0508,46,Male,Divorced,Self-employed,87483.35,173831.94,12,678,0.5164279971546462,Approved,1
