Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status
L0344,38,Male,Married,Salaried,20000.0,11867.87,12,543,0.5,Rejected
L0345,45,Male,Married,Self-employed,20000.0,20374.44,12,618,0.5,Rejected
L0346,62,Male,Single,Salaried,145741.36,190429.31,36,694,0.5,Approved
L0347,51,Female,Divorced,Salaried,20000.0,15757.17,12,671,0.5,Rejected
L0348,23,Female,Single,Salaried,74308.7,51962.14,48,642,0.5,Rejected
L0349,60,Male,Married,Salaried,20000.0,49750.14,24,548,0.5,Rejected
L0350,44,Male,Single,Salaried,54651.79,35996.77,24,570,0.5,Rejected
L0351,52,Male,Married,Self-employed,75667.2,66665.43,36,708,0.5,Approved
L0352,42,Male,Married,Salaried,69800.4,70195.91,36,666,0.5,Approved
L0353,43,Male,Single,Salaried,20000.0,22685.16,12,694,0.5,Rejected
L0354,22,Female,Married,Self-employed,52473.64,40012.87,24,689,0.5,Rejected
L0355,47,Male,Married,Self-employed,53405.22,116395.79,12,754,0.5,Approved
L0356,62,Female,Single,Salaried,118007.24,277236.36,48,634,0.5,Rejected
L0357,22,Male,Single,Salaried,30406.5,48587.24,12,629,0.5,Rejected
L0358,46,Female,Married,Salaried,47577.95,77745.68,36,668,0.5,Rejected
L0359,37,Female,Married,Salaried,20000.0,49751.26,48,703,0.5,Approved
L0360,60,Female,Divorced,Salaried,111467.51,252764.02,60,573,0.5,Rejected
L0361,53,Male,Married,Salaried,49715.79,65369.59,36,622,0.5,Approved
L0362,29,Female,Married,Salaried,99635.76,201044.13,48,647,0.5,Rejected
L0363,63,Female,Married,Self-employed,53389.23,55020.15,24,653,0.5,Rejected
L0364,59,Female,Single,Self-employed,59625.79,35998.45,24,685,0.5,Rejected
L0365,49,Male,Married,Salaried,35047.01,19076.62,12,717,0.5,Approved
L0366,62,Female,Married,Salaried,41969.72,66223.43,24,691,0.5,Approved
L0367,46,Male,Married,Salaried,31895.79,47825.67,24,653,0.5,Rejected
L0368,55,Male,Married,Salaried,27120.63,21735.26,36,655,0.5,Rejected
L0369,45,Female,Married,Salaried,27065.77,59716.06,12,652,0.5,Approved
L0370,44,Male,Single,Self-employed,20000.0,33316.66,24,741,0.5,Rejected
L0371,33,Male,Divorced,Salaried,34610.69,43715.1,12,689,0.5,Approved
L0372,27,Male,Divorced,Salaried,20000.0,30234.92,24,595,0.5,Approved
L0373,56,Female,Single,Salaried,119353.82,82929.89,36,649,0.5,Approved
L0374,65,Male,Single,Self-employed,46076.69,105964.77,36,611,0.5,Rejected
L0375,40,Male,Divorced,Self-employed,38631.96,41764.79,24,704,0.5,Approved
L0376,21,Male,Divorced,Self-employed,20000.0,16984.16,36,564,0.5,Rejected
L0377,28,Female,Divorced,Salaried,20000.0,27038.29,12,618,0.5,Rejected
L0378,36,Male,Married,Self-employed,77744.08,82591.16,12,629,0.5,Approved
L0379,34,Female,Married,Self-employed,37048.93,41320.25,36,626,0.5,Rejected
L0380,32,Male,Divorced,Salaried,130628.85,280712.61,36,616,0.5,Approved
L0381,43,Female,Divorced,Salaried,20000.0,31880.6,36,632,0.5,Approved
L0382,35,Female,Single,Self-employed,118743.74,280655.39,36,707,0.5,Approved
L0383,48,Male,Divorced,Unemployed,69077.95,165837.37,60,666,0.5,Rejected
L0384,54,Male,Single,Unemployed,40886.15,101524.27,12,672,0.5,Rejected
L0385,22,Female,Single,Salaried,20000.0,15261.13,36,694,0.5,Rejected
L0386,52,Male,Married,Unemployed,88000.91,201847.89,36,692,0.5,Rejected
L0387,43,Male,Single,Salaried,37871.03,41249.47,12,560,0.5,Rejected
L0388,42,Female,Single,Salaried,89680.06,157702.73,60,655,0.5,Approved
L0389,45,Female,Divorced,Unemployed,64109.6,144609.51,36,650,0.5,Rejected
L0390,42,Male,Married,Self-employed,35528.25,24363.52,12,582,0.5,Rejected
L0391,42,Male,Divorced,Self-employed,129628.52,104182.59,24,732,0.5,Approved
L0392,62,Male,Divorced,Self-employed,80142.83,157589.3,12,593,0.5,Rejected
L0393,26,Male,Married,Self-employed,21042.8,25115.1,12,622,0.5,Rejected
L0394,35,Female,Married,Salaried,41131.8,74451.9,36,640,0.5,Rejected
L0395,63,Female,Single,Unemployed,20000.0,14560.24,12,691,0.5,Rejected
L0396,57,Female,Married,Unemployed,44401.94,108553.63,36,635,0.5,Rejected
L0397,53,Male,Single,Salaried,29165.36,43821.19,12,605,0.5,Approved
L0398,28,Male,Married,Salaried,94414.92,211591.87,36,730,0.5,Rejected
L0399,64,Male,Married,Salaried,63210.82,116934.76,48,667,0.5,Approved
L0400,64,Male,Married,Self-employed,37927.67,91158.22,60,578,0.5,Rejected
L0401,25,Female,Married,Self-employed,33533.69,55028.83,48,654,0.5,Rejected
L0402,59,Male,Married,Unemployed,83955.28,93423.19,60,687,0.5,Rejected
L0403,24,Female,Divorced,Salaried,105482.38,182171.91,36,672,0.5,Approved
L0404,26,Female,Married,Self-employed,57559.96,143541.23,24,682,0.5,Approved
L0405,65,Female,Divorced,Self-employed,34502.74,73515.02,36,666,0.5,Rejected
L0406,52,Female,Divorced,Salaried,26350.35,37151.93,12,613,0.5,Approved
L0407,50,Female,Divorced,Self-employed,20000.0,42660.85,24,565,0.5,Rejected
L0408,55,Male,Married,Salaried,38993.65,74308.76,36,710,0.5,Approved
L0409,60,Male,Single,Self-employed,25481.2,60580.03,48,641,0.5,Rejected
L0410,36,Male,Married,Self-employed,62167.11,76440.13,24,667,0.5,Approved
L0411,33,Male,Married,Self-employed,62736.36,36435.32,12,642,0.5,Approved
L0412,62,Female,Divorced,Salaried,74994.49,50460.12,36,638,0.5,Rejected
L0413,50,Female,Married,Salaried,50239.33,102228.41,24,697,0.5,Approved
L0414,39,Male,Divorced,Self-employed,20000.0,37650.74,60,639,0.5,Rejected
L0415,37,Male,Single,Salaried,20000.0,39335.1,12,682,0.5,Approved
L0416,39,Male,Married,Salaried,32430.64,59523.75,36,571,0.5,Rejected
L0417,48,Female,Married,Salaried,20000.0,28284.34,36,576,0.5,Rejected
L0418,46,Female,Single,Salaried,129428.74,82339.18,24,621,0.5,Approved
L0419,57,Female,Single,Self-employed,67794.49,147188.83,36,534,0.5,Rejected
L0420,46,Male,Single,Self-employed,81897.15,70560.02,48,660,0.5,Rejected
L0421,43,Male,Married,Salaried,62207.62,154258.45,36,595,0.5,Rejected
L0422,29,Female,Married,Self-employed,52042.88,47401.19,12,632,0.5,Rejected
L0423,32,Female,Married,Salaried,20296.06,13546.7,12,625,0.5,Approved
L0424,21,Male,Married,Salaried,36964.1,46246.23,24,616,0.5,Approved
L0425,21,Female,Married,Self-employed,20000.0,23017.76,12,574,0.5,Rejected
L0426,54,Male,Married,Salaried,81798.43,200672.33,48,677,0.5,Rejected
L0427,52,Female,Married,Salaried,20546.3,26486.69,12,679,0.5,Approved
L0428,45,Female,Single,Self-employed,33680.92,19980.04,36,676,0.5,Rejected
L0429,60,Female,Single,Salaried,67041.64,165873.25,36,637,0.5,Approved
L0430,65,Male,Married,Salaried,97329.16,201757.7,36,646,0.5,Rejected
L0431,21,Male,Single,Salaried,73912.58,184477.37,48,587,0.5,Rejected
L0432,36,Female,Single,Unemployed,53898.79,61179.2,12,637,0.5,Rejected
L0433,59,Female,Single,Salaried,37881.33,27860.82,36,631,0.5,Approved
L0434,25,Male,Single,Salaried,42608.74,55194.83,12,661,0.5,Approved
L0435,42,Female,Married,Self-employed,23424.52,18268.58,12,604,0.5,Approved
L0436,49,Male,Married,Self-employed,34536.4,27411.1,36,646,0.5,Rejected
L0437,23,Female,Married,Salaried,63808.12,147099.7,36,636,0.5,Rejected
L0438,32,Female,Married,Salaried,52040.26,129466.17,36,681,0.5,Approved
L0439,46,Male,Single,Salaried,101905.03,253626.68,60,727,0.5,Approved
L0440,36,Male,Divorced,Salaried,43668.08,60126.87,36,686,0.5,Approved
L0441,57,Male,Married,Self-employed,52354.71,51233.49,24,645,0.5,Rejected
L0442,42,Male,Single,Salaried,61680.63,52062.69,36,632,0.5,Approved
L0443,49,Male,Divorced,Salaried,67105.44,84835.99,48,670,0.5,Approved
L0444,34,Female,Married,Self-employed,20000.0,33957.79,12,558,0.5,Rejected
L0445,48,Female,Divorced,Salaried,66127.94,131407.93,60,627,0.5,Approved
L0446,25,Male,Married,Unemployed,74130.52,113621.76,36,669,0.5,Rejected
L0447,50,Male,Divorced,Salaried,61454.52,134307.61,12,596,0.5,Approved
L0448,25,Male,Married,Salaried,45364.33,106122.29,36,645,0.5,Rejected
L0449,32,Male,Married,Self-employed,41334.93,93885.38,12,681,0.5,Approved
L0450,36,Male,Single,Salaried,116278.44,144000.54,36,689,0.5,Approved
L0451,46,Female,Divorced,Salaried,64578.59,155059.29,36,590,0.5,Rejected
L0452,46,Female,Married,Self-employed,29508.5,69231.23,36,588,0.5,Rejected
L0453,41,Male,Single,Salaried,35150.27,46514.71,12,622,0.5,Rejected
L0454,59,Female,Single,Salaried,39658.95,53246.84,36,695,0.5,Approved
L0455,56,Female,Married,Self-employed,55206.49,36220.1,60,624,0.5,Rejected
L0456,53,Male,Married,Self-employed,25317.22,60102.8,12,648,0.5,Approved
L0457,50,Female,Married,Self-employed,24809.34,16793.94,24,649,0.5,Approved
L0458,57,Female,Married,Self-employed,20000.0,29645.69,12,650,0.5,Approved
L0459,43,Male,Single,Salaried,20000.0,38856.58,24,655,0.5,Approved
L0460,30,Male,Divorced,Self-employed,20000.0,45186.57,36,701,0.5,Approved
L0461,25,Female,Single,Unemployed,20000.0,32840.0,36,641,0.5,Rejected
L0462,56,Female,Divorced,Salaried,84612.84,157816.21,48,617,0.5,Rejected
L0463,54,Male,Married,Self-employed,20000.0,38405.21,12,660,0.5,Approved
L0464,51,Male,Married,Salaried,32696.44,17392.6,24,534,0.5,Rejected
L0465,30,Male,Divorced,Salaried,20000.0,47699.43,12,634,0.5,Approved
L0466,39,Female,Divorced,Salaried,132598.98,161749.97,36,586,0.5,Rejected
L0467,52,Male,Married,Salaried,92081.46,78733.69,48,638,0.5,Rejected
L0468,21,Female,Married,Salaried,51259.12,74155.21,12,697,0.5,Approved
L0469,25,Male,Divorced,Salaried,39300.25,77302.44,36,553,0.5,Rejected
L0470,65,Male,Married,Unemployed,28111.98,60572.28,24,600,0.5,Rejected
L0471,24,Male,Married,Salaried,22822.89,44258.67,36,651,0.5,Rejected
L0472,36,Male,Single,Salaried,20000.0,26005.45,12,678,0.5,Rejected
L0473,44,Male,Divorced,Salaried,33719.01,62821.87,24,697,0.5,Approved
L0474,36,Male,Single,Unemployed,80277.77,109478.54,12,636,0.5,Rejected
L0475,22,Male,Single,Salaried,41512.76,102691.5,36,603,0.5,Rejected
L0476,48,Male,Married,Self-employed,20000.0,49858.6,24,646,0.5,Rejected
L0477,52,Male,Single,Self-employed,20000.0,19991.78,12,636,0.5,Rejected
L0478,47,Male,Married,Salaried,28694.79,42085.38,24,685,0.5,Rejected
L0479,40,Female,Divorced,Salaried,51645.13,85371.12,36,682,0.5,Rejected
L0480,44,Female,Married,Salaried,70321.44,124643.27,24,657,0.5,Approved
L0481,32,Female,Single,Salaried,120700.69,165099.73,48,613,0.5,Approved
L0482,55,Male,Divorced,Salaried,117608.55,182127.23,60,628,0.5,Rejected
L0483,53,Male,Married,Salaried,20000.0,32170.62,12,650,0.5,Approved
L0484,53,Male,Divorced,Self-employed,40025.39,51068.26,12,704,0.5,Approved
L0485,63,Male,Married,Salaried,56208.82,64127.59,24,617,0.5,Approved
L0486,57,Female,Married,Salaried,29544.6,52271.44,12,664,0.5,Approved
L0487,32,Male,Married,Self-employed,20000.0,27681.6,36,679,0.5,Rejected
L0488,23,Male,Divorced,Salaried,111878.87,273465.49,36,743,0.5,Rejected
L0489,21,Male,Divorced,Salaried,20000.0,25027.59,12,691,0.5,Rejected
L0490,53,Female,Married,Unemployed,27448.26,24475.22,12,625,0.5,Rejected
L0491,60,Female,Married,Salaried,47958.4,64900.83,36,533,0.5,Rejected
L0492,30,Male,Divorced,Salaried,20272.06,36770.49,24,596,0.5,Rejected
L0493,63,Male,Married,Salaried,76708.84,106135.26,36,623,0.5,Approved
L0494,64,Female,Single,Self-employed,20000.0,21427.36,24,609,0.5,Rejected
L0495,49,Female,Single,Salaried,21673.8,32304.08,24,614,0.5,Approved
L0496,33,Male,Divorced,Salaried,37770.39,52651.72,36,570,0.5,Rejected
L0497,32,Male,Single,Self-employed,27255.43,65093.48,36,661,0.5,Rejected
L0498,51,Female,Married,Salaried,55184.0,29677.57,36,650,0.5,Rejected
L0499,22,Female,Divorced,Salaried,60746.76,78357.7,12,563,0.5,Rejected
L0500,55,Male,Married,Self-employed,38585.3,45607.0,12,768,0.5,Approved
L0501,43,Male,Married,Salaried,20000.0,18937.85,24,711,0.5,Approved
L0502,37,Female,Married,Salaried,64613.79,102896.8,48,686,0.5,Rejected
L0503,46,Female,Divorced,Salaried,104992.88,181440.42,60,650,0.5,Approved
L0504,28,Female,Single,Unemployed,74175.63,38601.93,12,639,0.5,Rejected
L0505,49,Female,Married,Unemployed,34928.22,64698.22,24,667,0.5,Rejected
L0506,46,Male,Single,Self-employed,22014.46,27855.66,36,673,0.5,Rejected
L0507,30,Female,Married,Self-employed,46833.33,109873.5,60,590,0.5,Rejected
L0508,46,Male,Divorced,Self-employed,87483.35,173831.94,12,678,0.5,Approved
L0509,54,Female,Married,Self-employed,102061.58,155910.79,36,656,0.5,Approved
L0510,61,Male,Single,Salaried,100561.14,241649.53,48,698,0.5,Rejected
L0511,27,Female,Single,Self-employed,77931.8,146107.21,12,723,0.5,Approved
L0512,24,Male,Married,Self-employed,20000.0,42322.54,36,578,0.5,Rejected
L0513,65,Male,Divorced,Unemployed,30606.69,73845.69,12,676,0.5,Rejected
L0514,31,Male,Married,Salaried,87117.31,198686.43,48,664,0.5,Approved
L0515,49,Female,Single,Salaried,36881.24,23653.59,12,698,0.5,Rejected
L0516,56,Female,Single,Unemployed,44974.24,41395.9,60,658,0.5,Rejected
L0517,45,Female,Single,Salaried,34931.16,61449.31,36,637,0.5,Approved
L0518,41,Male,Married,Unemployed,24570.91,20193.2,12,643,0.5,Rejected
L0519,56,Male,Divorced,Self-employed,85570.46,122322.34,48,585,0.5,Rejected
L0520,30,Female,Married,Self-employed,25788.1,37659.79,12,633,0.5,Approved
L0521,57,Female,Single,Salaried,20000.0,28523.54,12,679,0.5,Approved
L0522,29,Female,Single,Salaried,26261.84,56331.75,24,677,0.5,Approved
L0523,44,Female,Divorced,Salaried,54715.51,80918.27,48,640,0.5,Approved
L0524,55,Female,Single,Self-employed,20000.0,44748.24,12,721,0.5,Approved
L0525,55,Male,Married,Self-employed,65988.7,135089.46,36,644,0.5,Approved
L0526,56,Female,Divorced,Salaried,20000.0,35698.08,24,694,0.5,Approved
L0527,38,Female,Married,Self-employed,20000.0,33119.95,36,580,0.5,Rejected
L0528,59,Female,Married,Self-employed,39777.07,38363.91,12,672,0.5,Approved
L0529,52,Female,Divorced,Unemployed,38659.4,78715.35,48,652,0.5,Rejected
L0530,44,Male,Single,Salaried,200000.0,421777.58,60,649,0.5,Rejected
L0531,43,Male,Married,Salaried,28428.74,42039.7,12,676,0.5,Rejected
L0532,52,Male,Single,Salaried,45776.71,43064.57,60,659,0.5,Rejected
L0533,57,Male,Married,Salaried,87804.2,177382.83,12,675,0.5,Rejected
L0534,32,Female,Married,Unemployed,37576.46,78920.23,36,676,0.5,Rejected
L0535,33,Female,Married,Salaried,20000.0,32684.91,36,617,0.5,Approved
L0536,43,Male,Single,Unemployed,143386.5,271619.53,60,747,0.5,Rejected
L0537,45,Male,Single,Unemployed,20000.0,40946.83,36,723,0.5,Approved
L0538,55,Female,Single,Salaried,47128.85,51048.05,36,646,0.5,Approved
L0539,61,Female,Married,Self-employed,20000.0,21308.83,12,671,0.5,Rejected
L0540,50,Male,Single,Salaried,43843.7,84003.62,36,610,0.5,Approved
L0541,37,Female,Married,Self-employed,20000.0,30496.31,12,582,0.5,Rejected
L0542,40,Male,Single,Salaried,48879.55,74523.64,36,679,0.5,Approved
L0543,45,Male,Divorced,Unemployed,58611.95,141690.92,24,723,0.5,Rejected
L0544,42,Male,Married,Self-employed,138446.03,290555.03,60,644,0.5,Rejected
L0545,33,Male,Single,Self-employed,81639.23,82624.41,36,667,0.5,Approved
L0546,39,Male,Divorced,Self-employed,76821.19,100847.35,24,608,0.5,Rejected
L0547,56,Female,Married,Salaried,23146.65,49997.83,12,570,0.5,Rejected
L0548,32,Female,Single,Salaried,49168.75,31784.55,12,625,0.5,Rejected
L0549,61,Male,Single,Salaried,29592.52,33797.25,12,645,0.5,Rejected
L0550,39,Male,Married,Salaried,167972.97,198111.21,36,711,0.5,Approved
L0551,32,Male,Single,Self-employed,53451.71,68444.73,12,589,0.5,Rejected
L0552,29,Female,Single,Salaried,20000.0,20365.48,36,595,0.5,Rejected
L0553,27,Female,Married,Unemployed,57979.45,103423.69,36,598,0.5,Rejected
L0554,48,Male,Married,Self-employed,42871.51,55308.86,36,715,0.5,Approved
L0555,34,Male,Divorced,Salaried,46746.49,74070.22,24,731,0.5,Rejected
L0556,51,Female,Single,Salaried,26224.61,27409.58,36,743,0.5,Approved
L0557,39,Male,Married,Unemployed,22808.34,50694.35,36,713,0.5,Rejected
L0558,36,Male,Married,Salaried,75337.89,68673.77,36,666,0.5,Rejected
L0559,25,Female,Single,Salaried,20000.0,45092.65,36,646,0.5,Rejected
L0560,55,Male,Married,Salaried,20318.86,17437.26,24,683,0.5,Rejected
L0561,32,Male,Married,Unemployed,86590.01,107394.09,12,645,0.5,Rejected
L0562,45,Male,Single,Self-employed,26998.6,55571.86,24,723,0.5,Approved
L0563,41,Male,Single,Salaried,41386.49,61471.79,36,677,0.5,Rejected
L0564,56,Female,Married,Salaried,35971.59,35050.48,48,633,0.5,Approved
L0565,43,Female,Married,Salaried,20000.0,36536.99,24,617,0.5,Rejected
L0566,36,Female,Married,Salaried,20000.0,15106.87,60,654,0.5,Rejected
L0567,59,Female,Married,Self-employed,20000.0,18611.93,12,640,0.5,Rejected
L0568,65,Male,Married,Salaried,87789.05,88971.25,12,688,0.5,Approved
L0569,62,Female,Married,Self-employed,98597.27,164549.77,36,668,0.5,Rejected
L0570,59,Female,Married,Salaried,22975.66,36863.94,24,652,0.5,Approved
L0571,34,Male,Married,Salaried,51563.16,79359.96,24,768,0.5,Approved
L0572,51,Male,Divorced,Salaried,64254.7,44645.09,24,692,0.5,Rejected
L0573,25,Female,Married,Self-employed,52929.3,109046.17,48,678,0.5,Approved
L0574,55,Female,Married,Self-employed,134076.86,102377.15,48,626,0.5,Rejected
L0575,43,Male,Married,Salaried,45616.35,108452.9,48,559,0.5,Approved
L0576,49,Male,Married,Salaried,64323.02,40551.31,12,798,0.5,Rejected
L0577,63,Female,Divorced,Self-employed,20000.0,45198.52,12,635,0.5,Rejected
L0578,31,Male,Married,Salaried,28948.58,31714.66,12,583,0.5,Rejected
L0579,38,Female,Divorced,Salaried,57679.17,109570.72,60,643,0.5,Approved
L0580,32,Male,Married,Salaried,27986.09,32643.95,36,674,0.5,Rejected
L0581,29,Female,Divorced,Salaried,74829.51,145171.43,36,676,0.5,Approved
L0582,30,Male,Married,Salaried,97458.91,142513.78,36,586,0.5,Rejected
L0583,64,Male,Married,Salaried,33500.38,52044.53,12,483,0.5,Rejected
L0584,37,Male,Married,Salaried,36037.24,69655.25,36,713,0.5,Approved
L0585,58,Male,Married,Salaried,66440.27,50968.91,60,730,0.5,Approved
L0586,27,Female,Single,Self-employed,21330.9,22028.23,36,717,0.5,Approved
L0587,33,Male,Married,Salaried,58350.09,127290.21,48,644,0.5,Approved
L0588,60,Male,Single,Salaried,26598.29,55314.46,48,596,0.5,Rejected
L0589,62,Male,Married,Salaried,24699.44,61269.29,36,685,0.5,Rejected
L0590,29,Female,Married,Self-employed,21686.07,11838.71,36,654,0.5,Rejected
L0591,47,Female,Married,Salaried,20000.0,15687.43,48,673,0.5,Rejected
L0592,22,Male,Single,Self-employed,74550.23,87568.99,36,657,0.5,Rejected
L0593,25,Female,Married,Self-employed,20000.0,37735.92,24,604,0.5,Rejected
L0594,49,Female,Married,Self-employed,32890.91,37202.5,24,672,0.5,Approved
L0595,57,Female,Married,Salaried,47642.23,56786.28,36,653,0.5,Rejected
L0596,58,Male,Divorced,Salaried,93352.47,89139.81,12,618,0.5,Rejected
L0597,39,Female,Single,Self-employed,24858.97,57652.58,24,639,0.5,Approved
L0598,28,Male,Married,Salaried,25711.45,41012.57,12,666,0.5,Approved
L0599,65,Male,Married,Self-employed,20000.0,16387.37,36,620,0.5,Rejected
L0600,21,Male,Married,Salaried,42173.96,70195.19,48,726,0.5,Approved
L0601,42,Male,Married,Salaried,20000.0,16380.28,12,582,0.5,Rejected
L0602,37,Male,Single,Self-employed,20000.0,20873.95,12,544,0.5,Rejected
L0603,27,Female,Married,Self-employed,20000.0,37844.13,12,667,0.5,Approved
L0604,45,Male,Married,Self-employed,39956.05,80565.77,12,592,0.5,Rejected
L0605,65,Male,Single,Self-employed,46955.33,64149.02,36,672,0.5,Rejected
L0606,24,Male,Married,Unemployed,20000.0,16686.92,12,689,0.5,Rejected
L0607,56,Male,Married,Salaried,24669.35,22771.38,60,618,0.5,Rejected
L0608,26,Male,Married,Salaried,61110.51,96506.47,48,707,0.5,Approved
L0609,51,Male,Married,Salaried,70191.76,117773.52,36,593,0.5,Rejected
L0610,39,Male,Divorced,Unemployed,20000.0,44745.44,12,675,0.5,Rejected
L0611,64,Male,Single,Salaried,39190.63,40612.36,12,520,0.5,Rejected
L0612,59,Male,Married,Self-employed,20000.0,34479.71,12,638,0.5,Approved
L0613,47,Male,Married,Salaried,58565.98,29593.53,24,645,0.5,Approved
L0614,30,Female,Married,Salaried,46376.39,66897.49,48,662,0.5,Rejected
L0615,46,Female,Married,Self-employed,34306.35,44468.23,24,659,0.5,Rejected
L0616,39,Female,Divorced,Salaried,146584.18,108516.12,36,764,0.5,Rejected
L0617,59,Male,Married,Salaried,51718.49,118046.21,60,726,0.5,Approved
L0618,23,Male,Divorced,Salaried,20000.0,14322.37,12,586,0.5,Rejected
L0619,65,Female,Single,Salaried,20000.0,20618.08,12,668,0.5,Approved
L0620,33,Male,Divorced,Salaried,30731.17,60478.28,12,615,0.5,Approved
L0621,48,Male,Single,Salaried,72836.7,62746.39,36,723,0.5,Approved
L0622,40,Male,Single,Self-employed,49251.89,32188.29,12,672,0.5,Approved
L0623,48,Male,Single,Salaried,22734.57,55442.92,60,639,0.5,Approved
L0624,28,Male,Divorced,Salaried,20345.64,22117.21,60,728,0.5,Rejected
L0625,61,Female,Married,Salaried,34134.94,21210.92,36,703,0.5,Rejected
L0626,59,Male,Divorced,Salaried,137937.09,107877.6,36,646,0.5,Approved
L0627,21,Female,Single,Salaried,61077.98,57713.34,36,643,0.5,Approved
L0628,23,Male,Married,Self-employed,58606.33,141638.63,60,691,0.5,Approved
L0629,33,Male,Divorced,Self-employed,57984.02,30858.58,12,645,0.5,Approved
L0630,48,Female,Divorced,Unemployed,29250.89,61005.25,36,593,0.5,Rejected
